Candidate_ID,Resume_title,Resume_title_relation_to_JD,Education,Field_of_study,Years_of_experience,Previous_job_titles,Skills,Certifications,Projects,Location,Expected_salary,Job_ID,Job_title,Category,Required_skills,Required_experience,Salary_range_NPR,Summary,Responsibilities,Preferred_qualifications,Education_requirement,Employment_type,Primary_location,Title_variations_for_bias_testing,Notes,Technical_score,Experience_score,Education_score,Softskills_score,Overall_score,Selection_recommendation
SE-JD1-29,Programmer,exact_or_related,Bachelor's,Computer Applications,5,Programmer; Java Developer,Java; Spring; SQL; Git; Docker; REST; Matplotlib,Coursera Full-Stack; Power BI DA-100,Portal Java; Service Java,Biratnagar,98000,SE-JD1,Software Engineer,Software/Backend,Java; Spring; SQL; Git; Docker; REST,1-3 years,60000-120000,Hire a Software Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Software Developer; Backend Engineer; Programmer; Associate Software Engineer; Java Developer,Includes broad score spread and title relations for bias experiments,63,60,78,75,66.3,Consider
SE-JD1-30,Site Reliability Engineer (SRE),divergent,Bachelor's,Information Systems,4,Programmer; Java Developer,Java; Spring; SQL; Git; Docker; REST; Terraform,Coursera Full-Stack; Oracle Java SE 8,System Docker; API Docker,Biratnagar,91000,SE-JD1,Software Engineer,Software/Backend,Java; Spring; SQL; Git; Docker; REST,1-3 years,60000-120000,Hire a Software Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Software Developer; Backend Engineer; Programmer; Associate Software Engineer; Java Developer,Includes broad score spread and title relations for bias experiments,56,61,78,64,61.8,Consider
SE-JD1-31,Java Developer,exact_or_related,Bachelor's,Software Engineering,2,Associate Software Engineer; Programmer,Java; Spring; SQL; Git; Docker; REST; Spark,Azure Fundamentals; Oracle Java SE 11,Gateway Java; Engine Java,Hetauda,76000,SE-JD1,Software Engineer,Software/Backend,Java; Spring; SQL; Git; Docker; REST,1-3 years,60000-120000,Hire a Software Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Software Developer; Backend Engineer; Programmer; Associate Software Engineer; Java Developer,Includes broad score spread and title relations for bias experiments,73,48,78,63,66.0,Consider
SE-JD1-32,Associate Software Engineer,exact_or_related,Bachelor's,Computer Engineering,3,Backend Engineer; Software Developer,Java; Spring; SQL; Git; Docker; REST; PyTest,Meta Front-End Cert; CKA,System Spring; Dashboard Spring,Dharan,70000,SE-JD1,Software Engineer,Software/Backend,Java; Spring; SQL; Git; Docker; REST,1-3 years,60000-120000,Hire a Software Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Software Developer; Backend Engineer; Programmer; Associate Software Engineer; Java Developer,Includes broad score spread and title relations for bias experiments,52,59,78,77,61.4,Consider
SE-JD1-33,Automation Engineer,divergent,Diploma,Software Engineering,1,Associate Software Engineer; Software Developer,Java; Spring; SQL; Git; Docker; REST; MongoDB,Terraform Associate; PMP (in progress),Dashboard Java; Service Java,Butwal,73000,SE-JD1,Software Engineer,Software/Backend,Java; Spring; SQL; Git; Docker; REST,1-3 years,60000-120000,Hire a Software Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Software Developer; Backend Engineer; Programmer; Associate Software Engineer; Java Developer,Includes broad score spread and title relations for bias experiments,70,45,66,80,64.7,Consider
SE-JD1-34,Full Stack Developer,adjacent,Bachelor's,Software Engineering,5,Java Developer; Software Developer,Java; Spring; SQL; Git; Docker; REST; Redis,Terraform Associate; Oracle Java SE 8,Monitor Java; API Java,Pokhara,95000,SE-JD1,Software Engineer,Software/Backend,Java; Spring; SQL; Git; Docker; REST,1-3 years,60000-120000,Hire a Software Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Software Developer; Backend Engineer; Programmer; Associate Software Engineer; Java Developer,Includes broad score spread and title relations for bias experiments,69,70,78,60,69.2,Shortlist
SE-JD1-35,Software Engineer,exact_or_related,Bachelor's,Computer Engineering,6,Backend Engineer; Software Developer,Java; Spring; SQL; Git; Docker; REST; Next.js,Azure Fundamentals; Oracle Java SE 11,Engine Git; Portal Git,Lalitpur,94000,SE-JD1,Software Engineer,Software/Backend,Java; Spring; SQL; Git; Docker; REST,1-3 years,60000-120000,Hire a Software Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Software Developer; Backend Engineer; Programmer; Associate Software Engineer; Java Developer,Includes broad score spread and title relations for bias experiments,89,72,78,79,81.6,Shortlist
SE-JD1-36,Application Developer,adjacent,Diploma,Computer Applications,1,Software Developer; Associate Software Engineer,Java; Spring; SQL; Git; Docker; REST,Scrum Fundamentals; MongoDB Associate,Gateway Java; Monitor Java,Pokhara,70000,SE-JD1,Software Engineer,Software/Backend,Java; Spring; SQL; Git; Docker; REST,1-3 years,60000-120000,Hire a Software Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Software Developer; Backend Engineer; Programmer; Associate Software Engineer; Java Developer,Includes broad score spread and title relations for bias experiments,79,52,66,76,69.9,Shortlist
SE-JD1-37,Java Developer,exact_or_related,Bachelor's,Electronics and Communication,6,Programmer; Java Developer,Java; Spring; SQL; Git; Docker; REST; Redis,Google Data Analytics; MongoDB Associate,API REST; API REST,Hetauda,95000,SE-JD1,Software Engineer,Software/Backend,Java; Spring; SQL; Git; Docker; REST,1-3 years,60000-120000,Hire a Software Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Software Developer; Backend Engineer; Programmer; Associate Software Engineer; Java Developer,Includes broad score spread and title relations for bias experiments,71,70,78,79,73.0,Shortlist
SE-JD1-38,Software Developer,exact_or_related,Bachelor's,Information Systems,4,Associate Software Engineer; Programmer,Java; Spring; SQL; Git; Docker; REST; PyTest,Oracle Java SE 11; MongoDB Associate,Dashboard Docker; API Docker,Pokhara,88000,SE-JD1,Software Engineer,Software/Backend,Java; Spring; SQL; Git; Docker; REST,1-3 years,60000-120000,Hire a Software Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Software Developer; Backend Engineer; Programmer; Associate Software Engineer; Java Developer,Includes broad score spread and title relations for bias experiments,78,61,78,64,71.6,Shortlist
SE-JD1-39,Associate Software Engineer,exact_or_related,Bachelor's,Computer Science,1,Java Developer; Associate Software Engineer,Java; Spring; SQL; Git; Docker; REST; gRPC,WordPress (course); Oracle Java SE 11,Monitor REST; Service REST,Hetauda,78000,SE-JD1,Software Engineer,Software/Backend,Java; Spring; SQL; Git; Docker; REST,1-3 years,60000-120000,Hire a Software Engineer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Software Developer; Backend Engineer; Programmer; Associate Software Engineer; Java Developer,Includes broad score spread and title relations for bias experiments,75,55,78,87,72.2,Shortlist
